36-year-old patient with abdominal pain after injury A7K2M9Q4T1XZ	<div class="stackItem"><div class="stackContext">Initial CT image.</div><img src="Splenic_Trauma3.jpg"></div><br><div class="stackItem"><div class="stackContext">Gross pathology specimen from the same patient.</div><img src="Splenic_Trauma4.jpg"></div>	<div class="stackItem"><div class="stackContext">Initial CT image.</div><img src="Splenic_Trauma3_annot.jpg"><div class="stackCap">Axial CECT in a trauma patient demonstrates a shattered spleen with sentinel clot in the perisplenic region <img src="arrow_WC.png">, multiple foci of active extravasation <img src="arrow_WS.png">, and large hemoperitoneum <img src="arrow_WO.png">. Note that the blood around the spleen is higher density than the blood around the liver, suggesting the spleen is the source of this bleeding.</div></div><div class="stackItem"><div class="stackContext">Gross pathology specimen from the same patient.</div><img src="Splenic_Trauma4_annot.jpg"><div class="stackCap">Gross pathology specimen in the same patient demonstrates multiple large defects and lacerations involving much of the spleen, requiring splenectomy in this patient.</div></div>	Most likely diagnosis?	Splenic trauma with shattered spleen and active hemorrhage<br><br>Caption-derived keyword findings:<br>shattered spleen<br>sentinel clot in the perisplenic region<br>multiple foci of active extravasation<br>large hemoperitoneum<br>blood around the spleen is higher density than the blood around the liver<br>multiple large defects and lacerations<br><br>Reasoning: The CT localizes highest-density blood adjacent to the spleen and shows active bleeding with large hemoperitoneum; the same-patient gross specimen confirms extensive structural disruption requiring splenectomy. Core and STATdx both emphasize CT recognition of laceration/hematoma plus active extravasation as the key risk pivot.<br><br>Differential:<br>Splenic infarct<br>Splenic abscess<br>Splenic cleft																	
29-year-old patient with abdominal pain after injury P6R8T2V4W9LA	<div class="stackItem"><div class="stackContext">Initial CT image.</div><img src="Splenic_Trauma5.jpg"></div><br><div class="stackItem"><div class="stackContext">Angiographic image from the same patient.</div><img src="Splenic_Trauma6.jpg"></div>	<div class="stackItem"><div class="stackContext">Initial CT image.</div><img src="Splenic_Trauma5_annot.jpg"><div class="stackCap">Axial CECT in a trauma patient demonstrates a splenic parenchymal laceration and active extravasation of blood <img src="arrow_WS.png"> within the spleen, albeit without substantial perisplenic hematoma.</div></div><div class="stackItem"><div class="stackContext">Angiographic image from the same patient.</div><img src="Splenic_Trauma6_annot.jpg"><div class="stackCap">Frontal angiogram in the same patient demonstrates intrasplenic active extravasation <img src="arrow_BS.png"> and pseudoaneurysms <img src="arrow_BO.png">. Coil embolization occluded the bleeding vessels and the patient remained stable without need for surgery.</div></div>	Most likely diagnosis?	Splenic trauma with parenchymal laceration and vascular injury<br><br>Caption-derived keyword findings:<br>splenic parenchymal laceration<br>active extravasation of blood<br>without substantial perisplenic hematoma<br>intrasplenic active extravasation<br>pseudoaneurysms<br>Coil embolization occluded the bleeding vessels<br><br>Reasoning: The dominant move is to identify that clinically important splenic vascular injury may be intraparenchymal even without a large perisplenic hematoma. Angiography confirms active extravasation and pseudoaneurysms, matching the source emphasis that vascular injury predicts need for intervention.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic abscess																	
42-year-old patient with abdominal pain after blunt injury J4N7Q2L8Z5XB	<img src="Splenic_Trauma11.jpg"><br><img src="Splenic_Trauma12.jpg">	<div class="stackItem"><img src="Splenic_Trauma11_annot.jpg"><div class="stackCap">Axial CECT shows a shattered spleen following blunt trauma. Note the multiple areas of active arterial extravasation within the poorly enhancing spleen <img src="arrow_WS.png">.</div></div><div class="stackItem"><img src="Splenic_Trauma12_annot.jpg"><div class="stackCap">Axial CECT at a more caudal level in the same patient shows massive arterial extravasation into the peritoneal cavity <img src="arrow_WS.png">. Note the thickened small bowel loops <img src="arrow_WO.png"> and flattened inferior vena cava (IVC) indicating hypoperfusion syndrome.</div></div>	Most likely diagnosis?	Splenic trauma with shattered spleen and intraperitoneal active extravasation<br><br>Caption-derived keyword findings:<br>shattered spleen following blunt trauma<br>multiple areas of active arterial extravasation<br>poorly enhancing spleen<br>massive arterial extravasation into the peritoneal cavity<br>thickened small bowel loops<br>flattened inferior vena cava (IVC)<br><br>Reasoning: This is a high-grade splenic injury pattern: shattered parenchyma plus active arterial extravasation beyond the spleen and into the peritoneum. The associated thickened bowel loops and flattened IVC reinforce the shock/hypoperfusion context described in the caption.<br><br>Differential:<br>Splenic infarct<br>Splenic abscess<br>Splenic mass																	
51-year-old patient with abdominal pain after injury M8C3X6P1Q9TR	<img src="Splenic_Trauma13.jpg"><br><img src="Splenic_Trauma14.jpg">	<div class="stackItem"><img src="Splenic_Trauma13_annot.jpg"><div class="stackCap">Axial CECT shows multiple deep splenic lacerations <img src="arrow_BS.png"> following blunt trauma. Note the small amount of perisplenic blood <img src="arrow_WO.png">.</div></div><div class="stackItem"><img src="Splenic_Trauma14_annot.jpg"><div class="stackCap">Axial CECT in the same patient shows moderate pelvic hemoperitoneum <img src="arrow_WS.png">. Despite hemodynamic stability during the scan, this patient had massive delayed bleeding 24 hours later, requiring urgent surgery.</div></div>	Most likely diagnosis?	Splenic trauma with deep lacerations and delayed hemorrhage risk<br><br>Caption-derived keyword findings:<br>multiple deep splenic lacerations<br>small amount of perisplenic blood<br>moderate pelvic hemoperitoneum<br>hemodynamic stability during the scan<br>massive delayed bleeding 24 hours later<br>requiring urgent surgery<br><br>Reasoning: The teaching point is that apparently stable splenic trauma with modest perisplenic blood can still progress to life-threatening delayed hemorrhage. STATdx explicitly warns that minor-appearing injuries may lead to delayed hemorrhage, and Core notes splenic preservation but requires careful CT risk assessment.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic abscess																	
44-year-old patient with abdominal pain after injury Q2W7E5R9T1YU	<img src="Splenic_Trauma15.jpg"><br><img src="Splenic_Trauma16.jpg">	<div class="stackItem"><img src="Splenic_Trauma15_annot.jpg"><div class="stackCap">Axial CECT shows a subcapsular hematoma with flattening of the lateral contour of the spleen <img src="arrow_BS.png">.</div></div><div class="stackItem"><img src="Splenic_Trauma16_annot.jpg"><div class="stackCap">Axial CECT at a more caudal level in the same patient demonstrates active arterial extravasation into the subcapsular hematoma <img src="arrow_WS.png">.</div></div>	Most likely diagnosis?	Splenic trauma with subcapsular hematoma and active arterial extravasation<br><br>Caption-derived keyword findings:<br>subcapsular hematoma<br>flattening of the lateral contour of the spleen<br>active arterial extravasation<br>into the subcapsular hematoma<br>more caudal level<br><br>Reasoning: A crescentic subcapsular hematoma compressing the splenic contour is a source-supported hematoma pattern; the separate focus of active arterial extravasation upgrades the case from simple hematoma to vascular injury requiring urgent management consideration.<br><br>Differential:<br>Splenic infarct<br>Splenic cyst<br>Splenic abscess																	
33-year-old patient with abdominal pain after injury B5H8K1M4N9QX	<img src="Splenic_Trauma1.jpg">	<div class="stackItem"><img src="Splenic_Trauma1_annot.jpg"><div class="stackCap">Axial CECT in a trauma patient demonstrates extensive splenic lacerations <img src="arrow_WS.png"> with sites of active extravasation <img src="arrow_BS.png"> along with a laceration in the liver <img src="arrow_WO.png"> and perihepatic hematoma <img src="arrow_WC.png">.</div></div>	Most likely diagnosis?	Splenic trauma with extensive lacerations and active extravasation<br><br>Caption-derived keyword findings:<br>extensive splenic lacerations<br>sites of active extravasation<br>laceration in the liver<br>perihepatic hematoma<br><br>Reasoning: The splenic finding is not isolated: extensive lacerations and active extravasation occur with associated hepatic injury and perihepatic hematoma. The board move is to identify the splenic vascular injury while also searching for additional left upper quadrant or abdominal traumatic injuries.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic abscess																	
12-year-old patient with abdominal pain after sports injury C9L2P7S4V8ZA	<img src="Splenic_Trauma2.jpg">	<div class="stackItem"><img src="Splenic_Trauma2_annot.jpg"><div class="stackCap">Axial CECT in a pediatric patient hit by a baseball demonstrates a large splenic laceration/fracture <img src="arrow_WO.png"> with perisplenic hematoma <img src="arrow_WS.png">.</div></div>	Most likely diagnosis?	Splenic trauma with large laceration/fracture and perisplenic hematoma<br><br>Caption-derived keyword findings:<br>pediatric patient hit by a baseball<br>large splenic laceration/fracture<br>perisplenic hematoma<br><br>Reasoning: A deep splenic laceration/fracture with adjacent hematoma after blunt impact is the classic CT recognition pattern. Pediatric context matters for management because nonoperative management is preferred when possible, but the diagnostic target remains image-based splenic injury.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic cyst																	
40-year-old patient with abdominal pain after motor vehicle collision D3F7H9J2K6LM	<img src="Splenic_Trauma7.jpg">	<div class="stackItem"><img src="Splenic_Trauma7_annot.jpg"><div class="stackCap">Axial CECT in a trauma patient after a motor vehicle collision demonstrates a shattered spleen with perisplenic hematoma <img src="arrow_WS.png"> and frank active contrast extravasation <img src="arrow_WO.png">.</div></div>	Most likely diagnosis?	Splenic trauma with shattered spleen and frank active contrast extravasation<br><br>Caption-derived keyword findings:<br>motor vehicle collision<br>shattered spleen<br>perisplenic hematoma<br>frank active contrast extravasation<br><br>Reasoning: This is the classic severe blunt-trauma CT pattern: shattered parenchymal disruption, surrounding hematoma, and frank contrast extravasation. Active arterial bleeding is the key management pivot and a major grading/risk feature.<br><br>Differential:<br>Splenic infarct<br>Splenic abscess<br>Splenic mass																	
37-year-old patient with abdominal pain and chest pain after injury E6G1J4K8N2PR	<img src="Splenic_Trauma8.jpg">	<div class="stackItem"><img src="Splenic_Trauma8_annot.jpg"><div class="stackCap">Coronal CECT in a trauma patient demonstrates a splenic laceration with frank internal extravasation <img src="arrow_WS.png">. Note the additional presence of a left-sided lung contusion <img src="arrow_WO.png"> and left-sided hemothorax <img src="arrow_WC.png">. The presence of splenic injuries should prompt a careful search for other injuries in the left upper quadrant and left chest.</div></div>	Most likely diagnosis?	Splenic trauma with internal extravasation and associated left thoracic injuries<br><br>Caption-derived keyword findings:<br>splenic laceration<br>frank internal extravasation<br>left-sided lung contusion<br>left-sided hemothorax<br>careful search for other injuries<br>left upper quadrant and left chest<br><br>Reasoning: The splenic laceration with frank internal extravasation establishes clinically important splenic trauma. The caption also emphasizes a linked search pattern: splenic injuries should prompt careful evaluation of the left upper quadrant and left chest for associated injuries.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic abscess																	
45-year-old patient with abdominal pain after injury F8J2L6P9R3ST	<img src="Splenic_Trauma9.jpg">	<div class="stackItem"><img src="Splenic_Trauma9_annot.jpg"><div class="stackCap">Coronal CECT in a trauma patient demonstrates a laceration <img src="arrow_WS.png"> extending through the superior aspect of the spleen with hematoma extending around the margins of the spleen <img src="arrow_WC.png">.</div></div>	Most likely diagnosis?	Splenic trauma with superior splenic laceration and perisplenic hematoma<br><br>Caption-derived keyword findings:<br>laceration<br>extending through the superior aspect of the spleen<br>hematoma extending around the margins of the spleen<br><br>Reasoning: A linear defect extending through splenic parenchyma plus hematoma tracking around the splenic margins fits the source-supported pattern of traumatic splenic laceration with perisplenic blood. The key discriminator from a benign cleft is adjacent traumatic hematoma.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic cyst																	
55-year-old patient with postoperative abdominal pain G2K6M9P4T7VX	<img src="Splenic_Trauma10.jpg">	<div class="stackItem"><img src="Splenic_Trauma10_annot.jpg"><div class="stackCap">Axial CECT demonstrates iatrogenic splenic injury after a laparoscopic adrenalectomy. There are extensive lacerations <img src="arrow_WS.png"> and contusions in the spleen with substantial perisplenic hematoma <img src="arrow_WC.png">. Note the presence of some free air <img src="arrow_WO.png">, ostensibly related to the patient's recent surgery.</div></div>	Most likely diagnosis?	Iatrogenic splenic trauma<br><br>Caption-derived keyword findings:<br>iatrogenic splenic injury<br>after a laparoscopic adrenalectomy<br>extensive lacerations<br>contusions in the spleen<br>substantial perisplenic hematoma<br>some free air<br><br>Reasoning: The dominant diagnosis is iatrogenic splenic injury: the caption explicitly places the extensive splenic lacerations and contusions in the postoperative setting. Free air is accounted for by recent surgery rather than being the primary diagnosis.<br><br>Differential:<br>Splenic abscess<br>Splenic infarct<br>Postoperative free air																	
39-year-old patient with abdominal pain after injury H5L9N2Q7S4VW	<img src="Splenic_Trauma17.jpg">	<div class="stackItem"><img src="Splenic_Trauma17_annot.jpg"><div class="stackCap">Axial CECT shows a splenic fracture with active bleeding. Note the area of high-attenuation arterial extravasation <img src="arrow_WS.png">.</div></div>	Most likely diagnosis?	Splenic fracture with active bleeding<br><br>Caption-derived keyword findings:<br>splenic fracture<br>active bleeding<br>high-attenuation arterial extravasation<br><br>Reasoning: The source defines splenic fracture as a deep laceration extending through the splenic hilum, and this case adds active high-attenuation arterial extravasation. That vascular component is the decisive CT risk feature.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic abscess																	
47-year-old patient with abdominal pain after injury K1M4Q8T2X6ZA	<img src="Splenic_Trauma18.jpg">	<div class="stackItem"><img src="Splenic_Trauma18_annot.jpg"><div class="stackCap">Axial CECT of a splenic fracture shows a jet of active hemorrhage <img src="arrow_WS.png"> in the left paracolic gutter.</div></div>	Most likely diagnosis?	Splenic fracture with active hemorrhage into the left paracolic gutter<br><br>Caption-derived keyword findings:<br>splenic fracture<br>jet of active hemorrhage<br>left paracolic gutter<br><br>Reasoning: The jet of hemorrhage outside the spleen localizes active bleeding from a splenic fracture. Extraparenchymal hemorrhage beyond the capsule is a high-grade vascular injury pattern in the AAST framework.<br><br>Differential:<br>Splenic infarct<br>Splenic abscess<br>Splenic mass																	
31-year-old patient with abdominal pain after injury L7P2R5V9X3YC	<img src="Splenic_Trauma19.jpg">	<div class="stackItem"><img src="Splenic_Trauma19_annot.jpg"><div class="stackCap">Axial CECT of a splenic laceration with active bleeding shows a low-attenuation area of parenchymal laceration <img src="arrow_BO.png"> with adjacent active bleeding <img src="arrow_WS.png">.</div></div>	Most likely diagnosis?	Splenic laceration with active bleeding<br><br>Caption-derived keyword findings:<br>low-attenuation area of parenchymal laceration<br>adjacent active bleeding<br>active bleeding<br><br>Reasoning: This card isolates the fundamental CT pattern: a low-attenuation parenchymal defect plus adjacent active bleeding. The laceration identifies the organ injury, and the adjacent contrast-density bleeding determines acuity/risk.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic abscess																	
50-year-old patient with abdominal pain after injury N4Q8T1W6Y9ZB	<img src="Splenic_Trauma20.jpg">	<div class="stackItem"><img src="Splenic_Trauma20_annot.jpg"><div class="stackCap">Axial CECT of a splenic fracture with active bleeding shows an nonenhancing area of splenic fracture <img src="arrow_WO.png"> and high-density active bleeding <img src="arrow_WS.png">.</div></div>	Most likely diagnosis?	Splenic fracture with active bleeding<br><br>Caption-derived keyword findings:<br>nonenhancing area of splenic fracture<br>high-density active bleeding<br>active bleeding<br><br>Reasoning: The nonenhancing fracture area represents deep parenchymal disruption, while the high-density bleeding focus provides the vascular-risk clue. STATdx emphasizes that active extravasation is a high-attenuation focus surrounded by lower-attenuation clot or hematoma.<br><br>Differential:<br>Splenic cleft<br>Splenic infarct<br>Splenic abscess																	
31-year-old patient with abdominal pain after injury L7P2R5V9X3YC [DD1]	<img src="Splenic_Trauma19.jpg">	<div class="stackItem"><img src="Splenic_Trauma19_annot.jpg"><div class="stackCap">Axial CECT of a splenic laceration with active bleeding shows a low-attenuation area of parenchymal laceration <img src="arrow_BO.png"> with adjacent active bleeding <img src="arrow_WS.png">.</div></div>			Splenic trauma	CT abdomen with contrast. Based on the image, name 4 key differentials and give one best discriminator for each.	Splenic laceration/fracture<br>Splenic cleft<br>Splenic infarct<br>Splenic abscess	Pattern differs because: this drill trains the low-attenuation splenic defect pattern rather than the vascular-blush pattern.<br>Splenic laceration/fracture: irregular linear, branching, stellate, or deep nonenhancing low-attenuation defect in the setting of trauma, often with hematoma or hemoperitoneum.<br>Splenic cleft: thin fissure-like polar low-attenuation band without adjacent hematoma, free fluid, or stranding.<br>Splenic infarct: wedge-shaped peripheral hypoattenuation/nonenhancement, typically without surrounding free fluid or hematoma unless rupture occurs.<br>Splenic abscess: rounded irregular low-attenuation collection with infection signs; gas, when present, is highly specific.													
29-year-old patient with abdominal pain after injury P6R8T2V4W9LA [DD2]	<div class="stackItem"><div class="stackContext">Initial CT image.</div><img src="Splenic_Trauma5.jpg"></div><br><div class="stackItem"><div class="stackContext">Angiographic image from the same patient.</div><img src="Splenic_Trauma6.jpg"></div>	<div class="stackItem"><div class="stackContext">Initial CT image.</div><img src="Splenic_Trauma5_annot.jpg"><div class="stackCap">Axial CECT in a trauma patient demonstrates a splenic parenchymal laceration and active extravasation of blood <img src="arrow_WS.png"> within the spleen, albeit without substantial perisplenic hematoma.</div></div><div class="stackItem"><div class="stackContext">Angiographic image from the same patient.</div><img src="Splenic_Trauma6_annot.jpg"><div class="stackCap">Frontal angiogram in the same patient demonstrates intrasplenic active extravasation <img src="arrow_BS.png"> and pseudoaneurysms <img src="arrow_BO.png">. Coil embolization occluded the bleeding vessels and the patient remained stable without need for surgery.</div></div>			Splenic trauma	CT abdomen with contrast. Based on the image, name 3 key vascular injury possibilities and give one best discriminator for each.	Active arterial extravasation<br>Pseudoaneurysm<br>Arteriovenous fistula	Dominant pattern differs from other cases because: this drill trains focal contrast-density vascular injury rather than the parenchymal laceration itself.<br>Active arterial extravasation: focal high attenuation initially similar to arterial blood pool that changes in size or morphology on delayed images as blood pools outside the vessel.<br>Pseudoaneurysm: rounded contained vascular injury that remains similar in size on delayed imaging and has high rupture risk without treatment.<br>Arteriovenous fistula: contained vascular injury indistinguishable from pseudoaneurysm by CT; splenic arteriography is required to differentiate it from pseudoaneurysm.													
44-year-old patient with abdominal pain after injury Q2W7E5R9T1YU [DD3]	<img src="Splenic_Trauma15.jpg"><br><img src="Splenic_Trauma16.jpg">	<div class="stackItem"><img src="Splenic_Trauma15_annot.jpg"><div class="stackCap">Axial CECT shows a subcapsular hematoma with flattening of the lateral contour of the spleen <img src="arrow_BS.png">.</div></div><div class="stackItem"><img src="Splenic_Trauma16_annot.jpg"><div class="stackCap">Axial CECT at a more caudal level in the same patient demonstrates active arterial extravasation into the subcapsular hematoma <img src="arrow_WS.png">.</div></div>			Splenic trauma	CT abdomen with contrast. Based on the image, name 3 splenic hemorrhage compartments and give one best discriminator for each.	Subcapsular hematoma<br>Perisplenic hematoma<br>Intraparenchymal hematoma	Dominant pattern differs from other cases because: this drill trains hemorrhage compartment localization rather than laceration-vs-mimic discrimination.<br>Subcapsular hematoma: crescentic blood constrained by the splenic capsule, compressing or flattening the lateral splenic margin.<br>Perisplenic hematoma: blood adjacent to the spleen that implies disruption or rupture of the splenic capsule.<br>Intraparenchymal hematoma: blood collection within splenic parenchyma, typically round, ovoid, or irregular.													
A4K8M2Q7T9ZX														Define splenic trauma.	Source definition: Splenic parenchymal injury +/- disruption of the overlying splenic capsule.<br>Boundary condition: This is an organ injury pattern, not merely free intraperitoneal blood; hematoma, laceration/fracture, vascular injury, and capsular disruption determine imaging severity.<br>Synonyms: splenic laceration; splenic fracture.						
B9L3N6R1V8QX														Define splenic fracture.	Source definition: Deep splenic laceration extending from the outer capsule through the splenic hilum.<br>Boundary condition: It is deeper than a superficial laceration and implies a higher-risk central injury pattern; it is not a thin congenital cleft.<br>Synonyms: deep splenic laceration.						
C7M2Q9X4T1LA					Splenic trauma					Why must the spleen be evaluated for traumatic injury on portal venous phase CT?	In arterial phase, physiologic heterogeneous splenic enhancement can create patchy areas that either mimic low-attenuation injury or obscure a real laceration. Portal venous phase produces more homogeneous splenic parenchymal enhancement, so a true laceration stands out as a linear or branching area of decreased/nonenhancing attenuation. The imaging pivot is that arterial phase is useful for vascular injury, but portal venous phase is the safer phase for parenchymal injury detection.										
D5N8R2V6Y1QB					Splenic trauma					Why do delayed-phase images distinguish active extravasation from pseudoaneurysm in splenic trauma?	Active extravasation represents contrast leaving an injured vessel and pooling in the hematoma or peritoneal space, so the focus changes in size, shape, or attenuation on delayed imaging. A pseudoaneurysm is a contained arterial wall injury and an AV fistula is a contained artery-to-vein injury; both can appear as focal high attenuation initially, but they do not enlarge like free extravasated contrast on delayed images. The discriminator is containment versus ongoing pooling outside the vascular lumen.										
E1P6T9W3Z7RC					Splenic trauma					Why can a pseudoaneurysm after splenic trauma rupture if untreated?	Core describes pseudoaneurysm as injury to the intima and media of the arterial wall, with rupture contained only by the adventitia. Because the normal arterial wall layers are disrupted and the containment is incomplete, the lesion remains a high-risk contained vascular injury rather than a stable hematoma. The imaging pivot is that a rounded contrast collection should not be dismissed as simple clot; it may require angiographic treatment even when not actively enlarging on delayed CT.										
F3Q8V1X6Z2LD					Splenic trauma							What CT-phase pitfall can cause missed or overcalled splenic injury, and what safety check prevents it?	Trap: Interpreting the spleen only on arterial phase can lead to either overcalling physiologic heterogeneous enhancement as injury or missing a true laceration hidden by heterogeneity.<br>Safety check: Evaluate splenic parenchyma on portal venous phase, where enhancement is more homogeneous.<br>Key discriminator: True laceration remains a linear/branching low-attenuation defect on contrast-enhanced evaluation, while physiologic arterial heterogeneity should not be used alone to diagnose injury.<br>Why it happens: Arterial-phase splenic enhancement is normally heterogeneous and can visually mimic or mask trauma.								
G6R2W9Y4L8MN					Splenic trauma							What vascular-injury pitfall should trigger delayed imaging, and what discriminator resolves it?	Trap: Calling every focal contrast-density splenic focus active extravasation, or dismissing a rounded focus as benign, without checking delayed behavior.<br>Safety check: Add delayed-phase images when a suspicious focus is seen on initial portal venous or arterial-phase images.<br>Key discriminator: Active extravasation changes in size or morphology on delayed images; pseudoaneurysm/AVF remains contained and does not enlarge.<br>Why it happens: Active extravasation and contained vascular injuries can both initially appear as focal high attenuation.								
H8T3X6Z1Q5PV					Splenic trauma							What normal variant can mimic traumatic splenic injury, and what surrounding findings prevent the error?	Trap: Mistaking a congenital splenic cleft for a traumatic laceration.<br>Safety check: Look for adjacent hematoma, free fluid, or stranding and assess the morphology/location of the defect.<br>Key discriminator: A splenic cleft is a thin fissure-like low-attenuation band, most often at the upper or lower pole, without adjacent hematoma, free fluid, or stranding.<br>Why it happens: Both cleft and laceration may appear as low-attenuation defects within splenic parenchyma.								
J2V7Y1Q5R9LK														In blunt abdominal trauma, which solid organ is most commonly injured?	Fact: The spleen is the most commonly injured solid abdominal organ in blunt trauma.<br>Exam pivot: In blunt LUQ/abdominal trauma, default search should prioritize splenic injury while still surveying for associated abdominal and left thoracic injuries.						
K9W4Z2N7Q1RP														What proportion of patients with polytrauma have splenic injuries according to the source?	Fact: Splenic injuries are present in 16-24% of patients with polytrauma.<br>Exam pivot: In polytrauma, splenic injury is common enough that subtle LUQ blood or sentinel clot should not be dismissed.						
L1X6Q8T3V5ZM														How often are other injuries present with splenic injury according to the source?	Fact: Injury to other abdominal organs is present in 36.5%, and 80% of patients with splenic injury have extraabdominal injuries.<br>Exam pivot: Once splenic trauma is identified, actively search for additional abdominal, left thoracic, pancreatic-tail, mesenteric, hepatic, and diaphragmatic injuries.						
M7Y2R9V4Q6NA														For splenic trauma, what is the key CT phase strategy?	Arterial phase: more sensitive for active extravasation or pseudoaneurysm.<br>Portal venous phase: more sensitive for parenchymal injury/laceration.<br>Delayed phase: differentiates active extravasation from pseudoaneurysm when a suspicious focus is seen.<br>Exam pivot: Use phase behavior to separate parenchymal injury from vascular injury.						
N3Z8T1Q5W7PB														For splenic trauma, what CT attenuation thresholds support hemoperitoneum or perisplenic clot?	Hemoperitoneum: greater than 30 HU.<br>Perisplenic clot: greater than 45 HU.<br>Sentinel clot sign: highest-density blood localizes adjacent to the injury site.<br>Exam pivot: Dense blood adjacent to the spleen can reveal occult splenic injury even without a visible laceration.						
P5Q1V8X3Z6RC														For splenic trauma, what sonographic appearance and limitation are source-supported?	US limitation: insensitive for parenchymal injury; subtle lacerations may be missed.<br>Lacerations: hypoechoic or isoechoic to splenic parenchyma and difficult to detect.<br>Hemoperitoneum: intraperitoneal fluid with low-level echoes; perisplenic clot may be echogenic.<br>Exam pivot: FAST can show fluid, but CT is needed to grade and characterize splenic injury.						
Q8R2W6Y1N4TD														What is the 2018 AAST-OIS grading framework for splenic injury on CT?	Grade I: subcapsular hematoma <10% surface or capsular tear/superficial laceration <1 cm.<br>Grade II: subcapsular hematoma 10-50%, intraparenchymal hematoma <5 cm, or laceration 1-3 cm.<br>Grade III: subcapsular hematoma >50%/enlarging/ruptured, intraparenchymal hematoma >5 cm/expanding, or laceration >3 cm or involving trabecular vessels.<br>Grade IV: segmental/hilar vessel laceration with >=25% devascularization or contained vascular injury/active extravasation within capsule.<br>Grade V: shattered spleen, complete devascularization/hilar injury, or active extravasation extending beyond capsule into peritoneum.<br>Exam pivot: Vascular injury and extraperitoneal versus intraperitoneal active bleeding drive grade escalation.						
R4T9X2Z7Q5VE														Which splenic trauma findings best predict need for intervention?	Best predictor: active arterial extravasation or pseudoaneurysm.<br>Stable patient: active extravasation, pseudoaneurysm, or hemoperitoneum may be managed with distal embolization; proximal splenic artery embolization can reduce splenic perfusion pressure while preserving parenchyma via collaterals.<br>Exam pivot: Vascular injury, not just laceration depth, is the major treatment-triggering imaging finding.						
S6V1Y8Q3N5WF														For splenic trauma, when is nonoperative management preferred and when does it fail?	Preferred: whenever possible in hemodynamically stable patients without other injuries requiring surgery, including some higher-grade injuries.<br>Highest success: lower-grade injuries, especially grades I-III.<br>Failure risk: higher-grade injuries; grade V has a 75% failure rate.<br>Predictors of failure: age >55 years and other injuries.<br>Exam pivot: Hemodynamic stability allows splenic preservation, but grade V and vascular injury raise failure/intervention risk.						
T2W7Z4Q9R1XG														For splenic trauma, what follow-up imaging strategy is source-supported?	Lower-grade injuries: repeat imaging generally does not change management and is not routinely recommended.<br>Higher-grade injuries: repeat imaging is recommended at 48-72 hours after presentation.<br>Exam pivot: Follow-up is risk-stratified; do not reflexively reimage every low-grade injury, but do not ignore high-grade injury risk.						
U9X3Q6V1Y8ZH														Why can FAST or DPL be falsely negative in splenic trauma?	Source-stated limitation: 29% of all patients and 40% of children with splenic injury may not have hemoperitoneum.<br>Exam pivot: A negative FAST/DPL does not exclude splenic injury, especially in children; CECT is the best diagnostic tool when clinical concern persists.						
V5Y8R2Q7W1NJ														What report element should be included for traumatic splenic injury?	Include the AAST-OIS splenic injury grade in reports detailing splenic traumatic injury.<br>Exam pivot: The grade communicates injury severity and helps guide management, especially when vascular injury is present.						
W1Z6T9Q4V8PK														What CT features distinguish common mimics of splenic laceration?	Splenic cleft: thin fissure-like polar low-attenuation band without adjacent hematoma/free fluid/stranding.<br>Splenic infarct: wedge-shaped peripheral low attenuation, usually without surrounding free fluid or hematoma unless ruptured.<br>Splenic abscess: rounded irregular low-attenuation collection with infection signs; gas is highly specific when present.<br>Exam pivot: Adjacent traumatic blood and irregular branching/deep defects favor laceration/fracture.						
